url_path,views_total,views_unique
/vladdoster/dotfiles,1,1
/vladdoster/dotfiles/blob/master/Brewfile,1,1
/vladdoster/dotfiles/blob/master/README.md,1,1
/vladdoster/dotfiles/blob/master/.stow-local-ignore,1,1
/vladdoster/dotfiles/blob/master/tmux/.config/tmux/tmux.conf,1,1
/vladdoster/dotfiles/blob/master/VERSION,1,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/01-alias.zsh,1,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/04-clipboard.zsh,1,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/06-zinit.zsh,1,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/07-prompt.zsh,1,1
