url_path,views_total,views_unique
/vladdoster/dotfiles,17,15
/vladdoster/dotfiles/issues,9,9
/vladdoster/dotfiles/pulls,2,2
/vladdoster/dotfiles/tree/master/ranger/.config/ranger,2,2
/vladdoster/dotfiles/blob/455560bbf3eb1b065404b28550e9445f7abfc56c/zsh/.config/zsh/zinit.zsh,1,1
/vladdoster/dotfiles/blob/master/Makefile,1,1
/vladdoster/dotfiles/blob/master/docker/Makefile,1,1
/vladdoster/dotfiles/blob/master/pip/.config/pip/pip.conf,1,1
/vladdoster/dotfiles/blob/master/vim/.vimrc,1,1
/vladdoster/dotfiles/commit/e93459de820cf75796ef1ce09ecc9a6c342b4f61,1,1
