url_path,views_total,views_unique
/vladdoster/dotfiles,11,3
/vladdoster/dotfiles/tree/master/zsh,4,2
/vladdoster/dotfiles/tree/master/zsh/.config/zsh/functions,4,2
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/functions/%2Bbrew-link-keg,3,2
/vladdoster/dotfiles/tree/master/zsh/.config/zsh,3,2
/vladdoster/dotfiles/actions/workflows/release.yml,3,1
/vladdoster/dotfiles/blob/master/.local/bin/statusbar/cpu,2,1
/vladdoster/dotfiles/commit/9c98570d87d7d32273e42d55eb448d10b0a76578,2,1
/vladdoster/dotfiles/forks,2,1
/vladdoster/dotfiles/actions,1,1
