time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,28,11,,
2025-08-22 00:00:00+00:00,28,9,,
2025-08-23 00:00:00+00:00,30,9,,
2025-08-24 00:00:00+00:00,30,9,2.0,2.0
2025-08-25 00:00:00+00:00,34,10,,
2025-08-26 00:00:00+00:00,34,12,,
2025-08-27 00:00:00+00:00,32,10,3.0,1.0
2025-08-28 00:00:00+00:00,34,10,,
2025-08-29 00:00:00+00:00,30,9,9.0,1.0
2025-08-30 00:00:00+00:00,24,7,,
2025-08-31 00:00:00+00:00,24,7,,
2025-09-01 00:00:00+00:00,33,12,1.0,1.0
2025-09-02 00:00:00+00:00,34,11,5.0,2.0
2025-09-03 00:00:00+00:00,30,10,,
