time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-10 00:00:00+00:00,28,9,,
2025-07-11 00:00:00+00:00,31,10,6.0,2.0
2025-07-12 00:00:00+00:00,37,12,1.0,1.0
2025-07-13 00:00:00+00:00,28,9,,
2025-07-14 00:00:00+00:00,34,11,,
2025-07-15 00:00:00+00:00,31,10,3.0,2.0
2025-07-16 00:00:00+00:00,39,11,1.0,1.0
2025-07-17 00:00:00+00:00,39,13,7.0,1.0
2025-07-18 00:00:00+00:00,34,11,,
2025-07-19 00:00:00+00:00,31,11,2.0,2.0
2025-07-20 00:00:00+00:00,40,10,1.0,1.0
2025-07-21 00:00:00+00:00,27,10,1.0,1.0
2025-07-22 00:00:00+00:00,32,12,5.0,2.0
2025-07-23 00:00:00+00:00,31,11,2.0,1.0
