time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-26 00:00:00+00:00,34,11,2.0,1.0
2025-04-27 00:00:00+00:00,28,9,3.0,1.0
2025-04-28 00:00:00+00:00,38,14,2.0,1.0
2025-04-29 00:00:00+00:00,34,12,2.0,2.0
2025-04-30 00:00:00+00:00,35,12,,
2025-05-01 00:00:00+00:00,33,11,4.0,1.0
2025-05-02 00:00:00+00:00,32,9,,
2025-05-03 00:00:00+00:00,32,10,,
2025-05-04 00:00:00+00:00,29,10,1.0,1.0
2025-05-05 00:00:00+00:00,35,13,,
2025-05-06 00:00:00+00:00,41,15,,
2025-05-07 00:00:00+00:00,48,13,,
2025-05-08 00:00:00+00:00,33,12,2.0,1.0
2025-05-09 00:00:00+00:00,33,11,2.0,1.0
