time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,40,15,1.0,1.0
2025-02-26 00:00:00+00:00,34,13,4.0,1.0
2025-02-27 00:00:00+00:00,37,12,3.0,2.0
2025-02-28 00:00:00+00:00,32,11,,
2025-03-01 00:00:00+00:00,26,8,2.0,2.0
2025-03-02 00:00:00+00:00,26,8,,
2025-03-03 00:00:00+00:00,42,14,,
2025-03-04 00:00:00+00:00,31,10,5.0,1.0
2025-03-05 00:00:00+00:00,44,15,,
2025-03-06 00:00:00+00:00,33,12,,
2025-03-07 00:00:00+00:00,40,15,,
2025-03-08 00:00:00+00:00,28,9,2.0,2.0
2025-03-09 00:00:00+00:00,27,9,,
2025-03-10 00:00:00+00:00,30,10,,
