time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-10 00:00:00+00:00,14,3,1.0,1.0
2024-09-11 00:00:00+00:00,14,3,4.0,1.0
2024-09-12 00:00:00+00:00,19,6,14.0,4.0
2024-09-13 00:00:00+00:00,23,5,8.0,2.0
2024-09-14 00:00:00+00:00,15,4,4.0,2.0
2024-09-15 00:00:00+00:00,15,4,,
2024-09-16 00:00:00+00:00,14,3,1.0,1.0
2024-09-17 00:00:00+00:00,15,4,6.0,2.0
2024-09-18 00:00:00+00:00,16,5,13.0,3.0
2024-09-19 00:00:00+00:00,19,7,,
2024-09-20 00:00:00+00:00,16,5,,
2024-09-21 00:00:00+00:00,19,7,1.0,1.0
2024-09-22 00:00:00+00:00,14,3,1.0,1.0
2024-09-23 00:00:00+00:00,18,5,3.0,3.0
