time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,37,14,2,2
2026-01-03 00:00:00+00:00,26,8,1,1
2026-01-04 00:00:00+00:00,32,11,1,1
2026-01-05 00:00:00+00:00,31,11,1,1
2026-01-06 00:00:00+00:00,26,9,1,1
2026-01-07 00:00:00+00:00,30,10,1,1
2026-01-08 00:00:00+00:00,29,10,3,1
2026-01-09 00:00:00+00:00,28,9,1,1
2026-01-10 00:00:00+00:00,27,9,0,0
2026-01-11 00:00:00+00:00,25,8,0,0
2026-01-12 00:00:00+00:00,33,12,1,1
2026-01-13 00:00:00+00:00,190,96,113,2
2026-01-14 00:00:00+00:00,50,28,1,1
2026-01-15 00:00:00+00:00,55,22,0,0
