time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-30 00:00:00+00:00,171,152,234,140
2024-10-31 00:00:00+00:00,164,142,206,118
2024-11-01 00:00:00+00:00,192,162,155,98
2024-11-02 00:00:00+00:00,138,120,155,106
2024-11-03 00:00:00+00:00,149,140,158,103
2024-11-04 00:00:00+00:00,146,127,220,139
2024-11-05 00:00:00+00:00,192,154,230,136
2024-11-06 00:00:00+00:00,191,144,218,128
2024-11-07 00:00:00+00:00,165,148,257,143
2024-11-08 00:00:00+00:00,206,140,290,154
2024-11-09 00:00:00+00:00,159,137,229,117
2024-11-10 00:00:00+00:00,181,154,173,105
2024-11-11 00:00:00+00:00,166,152,250,139
2024-11-12 00:00:00+00:00,224,184,301,132
