time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-13 00:00:00+00:00,534,422,211,129
2025-06-14 00:00:00+00:00,505,393,240,111
2025-06-15 00:00:00+00:00,511,415,154,106
2025-06-16 00:00:00+00:00,697,443,253,144
2025-06-17 00:00:00+00:00,659,478,231,143
2025-06-18 00:00:00+00:00,478,383,184,111
2025-06-19 00:00:00+00:00,523,431,185,125
2025-06-20 00:00:00+00:00,479,397,185,125
2025-06-21 00:00:00+00:00,470,349,158,97
2025-06-22 00:00:00+00:00,476,398,180,109
2025-06-23 00:00:00+00:00,499,411,249,159
2025-06-24 00:00:00+00:00,523,430,227,129
2025-06-25 00:00:00+00:00,876,543,232,127
2025-06-26 00:00:00+00:00,768,556,207,119
