time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-22 00:00:00+00:00,183,150,248,136
2024-10-23 00:00:00+00:00,169,144,267,131
2024-10-24 00:00:00+00:00,174,141,200,123
2024-10-25 00:00:00+00:00,165,135,259,135
2024-10-26 00:00:00+00:00,129,109,160,114
2024-10-27 00:00:00+00:00,131,115,146,100
2024-10-28 00:00:00+00:00,203,165,254,136
2024-10-29 00:00:00+00:00,173,149,253,116
2024-10-30 00:00:00+00:00,171,152,234,140
2024-10-31 00:00:00+00:00,164,142,206,118
2024-11-01 00:00:00+00:00,192,162,155,98
2024-11-02 00:00:00+00:00,138,120,155,106
2024-11-03 00:00:00+00:00,149,140,158,103
2024-11-04 00:00:00+00:00,136,120,206,130
