url_path,views_total,views_unique
/zdharma-continuum/zinit,1966,1181
/zdharma-continuum/zinit/issues,88,33
/zdharma-continuum/zinit/tree/main/doc,44,18
/zdharma-continuum/zinit/tree/main/scripts,28,11
/zdharma-continuum/zinit/blob/main/README.md,27,14
/zdharma-continuum/zinit/pulls,22,8
/zdharma-continuum/zinit/blob/main/zinit.zsh,21,9
/zdharma-continuum/zinit/wiki,19,11
/zdharma-continuum/zinit/tree/main/doc/zsdoc,16,7
/zdharma-continuum/zinit/wiki/Migrating-from-zinit-to-zdharma-continuum,16,6
