time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-21 00:00:00+00:00,175,153,264,141
2024-11-22 00:00:00+00:00,171,145,221,125
2024-11-23 00:00:00+00:00,146,128,170,112
2024-11-24 00:00:00+00:00,150,125,222,120
2024-11-25 00:00:00+00:00,154,134,209,136
2024-11-26 00:00:00+00:00,184,156,232,128
2024-11-27 00:00:00+00:00,150,134,177,105
2024-11-28 00:00:00+00:00,167,136,212,125
2024-11-29 00:00:00+00:00,173,145,217,109
2024-11-30 00:00:00+00:00,137,123,150,88
2024-12-01 00:00:00+00:00,145,120,174,93
2024-12-02 00:00:00+00:00,154,134,214,130
2024-12-03 00:00:00+00:00,149,128,279,136
2024-12-04 00:00:00+00:00,143,121,206,128
