time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-28 00:00:00+00:00,184,143,209,123
2024-08-29 00:00:00+00:00,123,100,221,122
2024-08-30 00:00:00+00:00,152,132,223,116
2024-08-31 00:00:00+00:00,129,115,190,96
2024-09-01 00:00:00+00:00,153,109,221,97
2024-09-02 00:00:00+00:00,190,166,285,132
2024-09-03 00:00:00+00:00,155,124,280,145
2024-09-04 00:00:00+00:00,143,124,258,153
2024-09-05 00:00:00+00:00,175,132,263,124
2024-09-06 00:00:00+00:00,213,141,252,109
2024-09-07 00:00:00+00:00,112,100,185,92
2024-09-08 00:00:00+00:00,134,116,196,90
2024-09-09 00:00:00+00:00,151,124,209,124
2024-09-10 00:00:00+00:00,156,132,225,122
