time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-06 00:00:00+00:00,661,514,285,154
2025-05-07 00:00:00+00:00,602,450,258,155
2025-05-08 00:00:00+00:00,714,513,260,133
2025-05-09 00:00:00+00:00,542,420,256,144
2025-05-10 00:00:00+00:00,505,430,173,105
2025-05-11 00:00:00+00:00,618,510,172,114
2025-05-12 00:00:00+00:00,698,578,295,145
2025-05-13 00:00:00+00:00,633,506,285,160
2025-05-14 00:00:00+00:00,720,590,260,157
2025-05-15 00:00:00+00:00,728,594,224,147
2025-05-16 00:00:00+00:00,710,550,180,132
2025-05-17 00:00:00+00:00,479,374,160,108
2025-05-18 00:00:00+00:00,494,375,206,113
2025-05-19 00:00:00+00:00,556,420,252,150
