url_path,views_total,views_unique
/zdharma-continuum/zinit,2395,1409
/zdharma-continuum/zinit/issues,52,27
/zdharma-continuum/zinit/discussions/533,22,19
/zdharma-continuum/zinit/blob/main/README.md,21,13
/zdharma-continuum/zinit/tree/main/scripts,16,15
/zdharma-continuum/zinit/wiki,15,10
/zdharma-continuum/zinit/discussions/487,13,11
/zdharma-continuum/zinit/wiki/Migrating-from-zinit-to-zdharma-continuum,13,7
/zdharma-continuum/zinit/issues/647,12,11
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,12,8
